Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
250730-50,2025-07-30,90000048472,VECĀKAIS EKSPERTS,Valsts pārvalde,1933.000,1933.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-18,"","Gaujas iela 33A, Ādaži, Ādažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422010201
250730-47,2025-07-30,90000048472,PROJEKTA VADĪTĀJS,Valsts pārvalde,1915.000,2015.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-18,"","Gaujas iela 33A, Ādaži, Ādažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422009629
250730-115,2025-07-30,90000048472,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1566.090,1566.090,Viena vesela slodze,Normālais darba laiks,"",2025-08-22,"","Nākotnes iela 2, Carnikava, Carnikavas pag., Ādažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422041312
250701-234,2025-07-01,90001256958,VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS /IZPILDDIREKTORS (IZGLĪTĪBAS JOMĀ),Izglītība / Zinātne,1900.000,1900.000,Viena vesela slodze,Normālais darba laiks,1,2025-07-31,"","Dzirnavu iela 117, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419308239
250701-244,2025-07-01,90001256958,GALVENAIS GRĀMATVEDIS,Izglītība / Zinātne,913.200,913.200,Nepilna slodze,Nepilnais darba laiks,24,2025-07-31,"","Dzirnavu iela 117, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419314278
250707-163,2025-07-07,90001256958,SANTEHNIĶIS,Izglītība / Zinātne,370.000,370.000,Nepilna slodze,Nepilnais darba laiks,20,2025-07-31,"","Dzirnavu iela 117, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420082749
250710-98,2025-07-10,90009617187,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1320.000,1320.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-11,"","Varoņu iela 11A, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/420453505
250710-96,2025-07-10,90009617187,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1320.000,1320.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-11,"","Varoņu iela 11A, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/420452904
250710-99,2025-07-10,90009617187,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1320.000,1320.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-11,"","Varoņu iela 11A, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/420453984
250710-105,2025-07-10,90009617187,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1175.000,1175.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-11,"","Varoņu iela 11A, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/420458355
250710-116,2025-07-10,90009617187,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1175.000,1175.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-11,"","Varoņu iela 11A, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/420462566
250710-117,2025-07-10,90009617187,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1320.000,1320.000,Viena vesela slodze,Normālais darba laiks,30,2025-08-11,"","Varoņu iela 11A, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/420463601
250722-100,2025-07-22,40003231451,VIRTUVES VADĪTĀJS,Veselības aprūpe / Sociālā aprūpe,1000.000,1200.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-15,"","Zaļā iela 44, Līvāni, Līvānu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421303234
250710-80,2025-07-10,90001259598,IZGLĪTĪBAS METODIĶIS,Izglītība / Zinātne,1645.000,1645.000,"","","",2025-07-31,"","Tomsona iela 3/5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420431306
250721-23,2025-07-21,90001259598,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1200.000,1200.000,"","","",2025-08-31,"","Tomsona iela 3/5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421167815
250721-19,2025-07-21,90001259598,INTEREŠU IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,600.000,600.000,Nepilna slodze,"","",2025-08-31,"","Tomsona iela 3/5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421166025
250725-55,2025-07-25,90001259598,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1440.000,1440.000,"","","",2025-08-31,"","Tomsona iela 3/5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421636569
250407-152,2025-04-08,90000033284,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Nepilna slodze,Normālais darba laiks,9,2025-08-01,"","Skolas iela 5, Skaistkalne, Skaistkalnes pag., Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/411181887
250407-155,2025-04-08,90000033284,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Nepilna slodze,Normālais darba laiks,16,2025-08-01,"","Skolas iela 5, Skaistkalne, Skaistkalnes pag., Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/411182237
250407-149,2025-04-08,90000033284,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Viena vesela slodze,Normālais darba laiks,36,2025-08-01,"","Skolas iela 5, Skaistkalne, Skaistkalnes pag., Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/411179326
250407-150,2025-04-08,90000033284,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Nepilna slodze,Normālais darba laiks,16,2025-08-01,"","Skolas iela 5, Skaistkalne, Skaistkalnes pag., Bauskas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/411180977
250716-62,2025-07-16,90000049834,VECĀKAIS REFERENTS,Drošība / Glābšanas dienesti / Aizsardzība,1197.000,1360.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-05,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420869606
250714-121,2025-07-14,90000063151,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,665.550,665.550,Nepilna slodze,"",17,2025-08-15,"","Grīzupes iela 29, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/420670316
250717-43,2025-07-17,90000063151,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,783.000,783.000,Nepilna slodze,Nepilnais darba laiks,"",2025-08-29,"","Saulrietu iela 7, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/420962342
250729-58,2025-07-29,90000063151,EKSPERTS,Izglītība / Zinātne,1474.000,1474.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-06,"","Klāva Ukstiņa iela 17/23, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/421883382
250729-141,2025-07-29,90000063151,INTEREŠU IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,352.500,1175.000,Nepilna slodze,"","",2025-08-09,"","Autoru iela 4/6, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/421929490
250521-84,2025-05-21,90000063151,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-15,"","Celmu iela 6, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/415342765
250521-88,2025-05-21,90000063151,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,950.000,1410.000,Nepilna slodze,Nepilnais darba laiks,"",2025-08-15,"","Celmu iela 6, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/415344779
250521-89,2025-05-21,90000063151,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,950.000,1410.000,Nepilna slodze,Nepilnais darba laiks,"",2025-08-15,"","Celmu iela 6, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/415346017
250707-112,2025-07-07,40003258333,MĀSA/ vispārējās aprūpes MĀSA anestēzijā un intensīvajā aprūpē,Veselības aprūpe / Sociālā aprūpe,2085.000,2085.000,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Jumaras iela 195, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420043947
250717-156,2025-07-17,40003258333,FIZIOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,1950.000,1950.000,"","","",2025-07-31,"","Jumaras iela 195, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421018105
250724-89,2025-07-24,40003258333,APKOPĒJS,Veselības aprūpe / Sociālā aprūpe,5.540,5.540,"",Summētais darba laiks,"",2025-08-01,"","Jumaras iela 195, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421547950
250711-103,2025-07-11,40003356530,TRAKTORA VADĪTĀJS,Būvniecība / Nekustamais īpašums,1050.000,1800.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-05,"","Brīvības iela 76, Preiļi, Preiļu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420543016
250711-101,2025-07-11,40003356530,AUTOGREIDERA VADĪTĀJS,Būvniecība / Nekustamais īpašums,1050.000,1800.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-05,"","Dagdas iela 15, Ludza, Ludzas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420542091
250715-79,2025-07-15,40003356530,CEĻU MEISTARS,Būvniecība / Nekustamais īpašums,1600.000,2200.000,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Kārļa Mīlenbaha iela 25, Talsi, Talsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420771899
250723-25,2025-07-23,40003356530,AUTOGREIDERA VADĪTĀJS,Būvniecība / Nekustamais īpašums,1050.000,1800.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-08,"","Ceļmalas, Stradu pag., Gulbenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421389316
250724-47,2025-07-24,40003356530,AUTOGREIDERA VADĪTĀJS,Būvniecība / Nekustamais īpašums,1050.000,1800.000,Viena vesela slodze,Summētais darba laiks,"",2025-08-22,"","Kalpaki 2, Apes pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421522882
250721-110,2025-07-22,40900027869,SĒTNIEKS,Kultūra / Māksla,740.000,740.000,Viena vesela slodze,"","",2025-08-01,"","Rīgas iela 64, Valka, Valkas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/421215102
250121-74,2025-01-21,40003619950,AUTOBUSA VADĪTĀJS,Transports / Loģistika,8.500,9.350,Viena vesela slodze,Summētais darba laiks,"",2025-09-30,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/403004287
250121-73,2025-01-21,40003619950,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,1435.000,1578.000,Viena vesela slodze,Summētais darba laiks,"",2025-09-30,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/403004250
250704-126,2025-07-04,40003619950,VIRPOTĀJS,Ražošana,1285.000,1413.500,Viena vesela slodze,Normālais darba laiks,40,2025-09-30,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419840082
250707-39,2025-07-07,40003619950,DATORSISTĒMU UN DATORTĪKLU ADMINISTRATORS,Informācijas tehnoloģijas / Telekomunikācijas,3430.000,3602.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419982025
250709-71,2025-07-09,40003619950,"Siltuma, gāzes un ūdens tehnoloģijas sistēmu būvINŽENIERIS",Būvniecība / Nekustamais īpašums,2080.000,2184.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-06,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420301422
250709-76,2025-07-09,40003619950,MEISTARS (enerģētikas jomā),Elektronika / Enerģētika / Elektroenerģija,1680.000,1764.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-06,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420303069
250709-118,2025-07-09,40003619950,TRANSPORTLĪDZEKĻU KRĀSOTĀJS,Transports / Loģistika,1435.000,1506.000,Viena vesela slodze,Normālais darba laiks,"",2025-09-30,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420321901
250709-155,2025-07-09,40003619950,SĒTNIEKS,Būvniecība / Nekustamais īpašums,5.370,5.910,Viena vesela slodze,Normālais darba laiks,"",2025-09-30,"","Atgāzenes iela 24A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420331677
250710-1,2025-07-10,40003619950,FRĒZĒTĀJS,Transports / Loģistika,1285.000,1413.000,Viena vesela slodze,Normālais darba laiks,"",2025-09-30,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420360176
250711-47,2025-07-11,40003619950,KLIENTU APKALPOŠANAS OPERATORS,Transports / Loģistika,4.890,4.890,Viena vesela slodze,Summētais darba laiks,"",2025-07-31,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420518347
250716-133,2025-07-16,40003619950,TRANSPORTLĪDZEKĻU TEHNISKĀS KONTROLES INSPEKTORS,Transports / Loģistika,1675.000,1759.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-29,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420902594
250225-37,2025-02-25,40003619950,PALĪGSTRĀDNIEKS,Būvniecība / Nekustamais īpašums,6.260,6.890,Viena vesela slodze,Summētais darba laiks,"",2025-09-30,"","Kleistu iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/406375519
250226-28,2025-02-26,40003619950,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,7.820,8.600,Viena vesela slodze,Summētais darba laiks,"",2025-09-30,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/406535573
250226-30,2025-02-26,40003619950,ELEKTRISKO IEKĀRTU SPECIĀLISTS,Elektronika / Enerģētika / Elektroenerģija,1754.000,1832.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/406535783
250723-5,2025-07-23,40003619950,NAFTAS PRODUKTU LĒJĒJS,Transports / Loģistika,6.260,6.890,Viena vesela slodze,Summētais darba laiks,"",2025-08-31,"","Vestienas iela, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421370251
250603-58,2025-06-03,40003619950,METĀLMATERIĀLU METINĀTĀJS,Ražošana,1360.000,1496.000,Viena vesela slodze,Normālais darba laiks,"",2025-09-30,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416594133
250526-27,2025-05-26,40003619950,GAISVADU LĪNIJU ELEKTROMONTIERIS,Transports / Loģistika,7.820,8.600,Viena vesela slodze,Summētais darba laiks,"",2025-09-30,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/415714504
250121-80,2025-01-21,40003619950,ELEKTRONIKAS MEHĀNIĶIS,Transports / Loģistika,1500.000,1650.000,Viena vesela slodze,Normālais darba laiks,"",2025-09-30,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/403004968
250526-14,2025-05-26,40003619950,MEHĀNISKĀ TRANSPORTLĪDZEKĻA VADĪTĀJS,Transports / Loģistika,7.080,7.940,Viena vesela slodze,Summētais darba laiks,"",2025-09-30,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/415710718
250728-32,2025-07-28,40003619950,SKAITĻOTĀJU /DATU BĀZES ANALĪTIĶIS,Informācijas tehnoloģijas / Telekomunikācijas,2330.000,2447.000,Viena vesela slodze,Normālais darba laiks,"",2025-08-17,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421754780
250716-44,2025-07-16,90000076669,IEPIRKUMU SPECIĀLISTS,Izglītība / Zinātne,1800.000,2000.000,Viena vesela slodze,"","",2025-08-15,"","Jelgavas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420850575
250716-45,2025-07-16,90000076669,SABIEDRISKO ATTIECĪBU SPECIĀLISTS,Izglītība / Zinātne,1450.000,1600.000,Viena vesela slodze,"","",2025-08-15,"","Jelgavas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420852697
250728-82,2025-07-28,90000076669,ASOCIĒTAIS PROFESORS,Izglītība / Zinātne,18.230,18.230,"","","",2025-08-28,"","Raiņa bulvāris 19, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421778590
250728-81,2025-07-28,90000076669,ASOCIĒTAIS PROFESORS,Izglītība / Zinātne,18.230,18.230,"","","",2025-08-28,"","Raiņa bulvāris 19, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421778097
250728-80,2025-07-28,90000076669,PROFESORS,Izglītība / Zinātne,22.780,22.780,"","","",2025-08-28,"","Raiņa bulvāris 19, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421777662
250603-193,2025-06-03,90000055099,PAŠVALDĪBAS POLICIJAS KĀRTĪBNIEKS,Drošība / Glābšanas dienesti / Aizsardzība,1105.000,1400.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-05,"","Valērijas Seiles iela 12A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416690792
250724-62,2025-07-24,90000068801,FINANSISTS,Valsts pārvalde,1936.000,2119.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Krustabaznīcas iela 9, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421534969
250724-63,2025-07-24,90000068801,LIETVEDĪBAS PĀRZINIS,Valsts pārvalde,1259.000,1371.000,"","","",2025-07-31,"","Krustabaznīcas iela 9, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421535177
250708-44,2025-07-08,90009202807,SOCIĀLAIS AUDZINĀTĀJS,Veselības aprūpe / Sociālā aprūpe,7.247,7.247,Viena vesela slodze,Summētais darba laiks,"",2025-08-07,"","Lubānas iela 17A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420130929
250708-38,2025-07-08,90009202807,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1680.000,1680.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-07,"","Sudrabu Edžus iela 11A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420130241
250708-46,2025-07-08,90009202807,SOCIĀLAIS AUDZINĀTĀJS,Veselības aprūpe / Sociālā aprūpe,7.247,7.247,Viena vesela slodze,Summētais darba laiks,"",2025-08-07,"","Imantas 7. līnija 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/420131944
250725-48,2025-07-25,90009202807,JURISTS,Veselības aprūpe / Sociālā aprūpe,1700.000,1700.000,Viena vesela slodze,Normālais darba laiks,40,2025-08-07,"","Lubānas iela 17A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/421632525
250721-120,2025-07-21,90000066069,SANTEHNIĶIS,Izglītība / Zinātne,1292.500,1680.250,"",Normālais darba laiks,30,2025-08-11,"","Jātnieku iela 87, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/421221353
250721-121,2025-07-21,90000066069,LOKMETINĀTĀJS METINĀŠANĀ AR MEHANIZĒTO IEKĀRTU AKTĪVĀS GĀZES VIDĒ (MAG),Izglītība / Zinātne,1292.500,1680.250,"",Normālais darba laiks,30,2025-08-11,"","Jātnieku iela 87, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/421222383
250728-186,2025-07-28,90000066069,IZGLĪTĪBAS METODIĶIS,Izglītība / Zinātne,1809.500,1809.500,Viena vesela slodze,Normālais darba laiks,40,2025-08-11,"","Jātnieku iela 87, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/421828441
250609-125,2025-06-30,90001262761,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,1600.000,1600.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Rīgas iela 10, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417303536
250609-131,2025-06-30,90001262761,PAVĀRS,Ēdināšana / Pārtikas rūpniecība,950.000,950.000,Viena vesela slodze,"","",2025-07-31,"","Rubeņu iela 2A, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417306044
250609-129,2025-06-30,90001262761,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1600.000,1600.000,Viena vesela slodze,"","",2025-07-31,"","Rīgas iela 10, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417305132
250609-141,2025-06-30,90001262761,PSIHOLOGS,Izglītība / Zinātne,1580.000,1580.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Rubeņu iela 2A, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417309884
250609-139,2025-06-30,90001262761,LOGOPĒDS,Izglītība / Zinātne,1600.000,1600.000,Viena vesela slodze,Normālais darba laiks,"",2025-07-31,"","Rubeņu iela 2A, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417309251
250609-150,2025-06-30,90001262761,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,950.000,950.000,Viena vesela slodze,Normālais darba laiks,40,2025-07-31,"","Rubeņu iela 2A, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417313994
250609-153,2025-06-30,90001262761,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1600.000,1600.000,Nepilna slodze,"","",2025-07-31,"","Rubeņu iela 2A, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/417315809
250703-79,2025-07-03,90001262761,PEDAGOGA PALĪGS,Izglītība / Zinātne,1175.000,1175.000,"","",30,2025-08-03,"","Rīgas iela 10, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/419614923
250707-82,2025-07-07,90001262761,DEŽURANTS,Izglītība / Zinātne,300.000,300.000,Nepilna slodze,"","",2025-07-31,"","Rīgas iela 10, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/420021683
250630-197,2025-06-30,40003654797,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,496.000,496.000,Nepilna slodze,Nepilnais darba laiks,0,2025-07-31,"",Ventspils,https://cvvp.nva.gov.lv/#/pub/vakances/419162853
250701-72,2025-07-01,40900036293,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"",Normālais darba laiks,"",2025-08-01,"","Aizputes iela 1A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/419233732
250701-69,2025-07-18,40900036293,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"",Normālais darba laiks,"",2025-09-01,"","Aizputes iela 1A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/419233200
250701-66,2025-07-01,40900036293,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"",Normālais darba laiks,"",2025-08-01,"","Aizputes iela 1A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/419231516
250701-68,2025-07-01,40900036293,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"",Normālais darba laiks,"",2025-08-01,"","Aizputes iela 1A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/419232323
250718-79,2025-07-18,40900036293,VISPĀRĒJĀS PAMATIZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1410.000,1410.000,"",Normālais darba laiks,"",2025-08-18,"","Aizputes iela 1A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/421081881
250718-90,2025-07-18,40900036293,IZGLĪTĪBAS IESTĀDES BIBLIOTEKĀRS,Izglītība / Zinātne,1566.000,1566.000,Viena vesela slodze,"","",2025-09-01,"","Aizputes iela 1A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/421088460
250527-42,2025-07-18,40900036293,PEDAGOGA PALĪGS,Izglītība / Zinātne,1145.000,1145.000,Viena vesela slodze,Normālais darba laiks,"",2025-09-01,"","Aizputes iela 1A, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/415863783
